district,latitude,longitude,predicted_risk,risk_level
Vadodara,22.3072,73.1812,16.248924,Low
Tiruchirappalli,10.7905,78.7047,62.304775,Medium
Pune,18.5204,73.8567,12.980318,Low
Cuttack,20.4625,85.883,95.23988,Critical
Madurai,9.9252,78.1198,58.397038,Medium
Varanasi,25.3176,82.9739,3.4636452,Low
Chennai,13.0827,80.2707,98.00185,Critical
Dharwad,15.4589,75.0078,96.68995,Critical
Thane,19.2183,72.9781,95.49161,Critical
Ganjam,19.3871,84.7919,92.767105,Critical
Surat,21.1702,72.8311,96.45739,Critical
Mangaluru,12.9141,74.856,98.483246,Critical
Tumakuru,13.3409,77.101,95.98406,Critical
Nashik,19.9975,73.7898,95.653114,Critical
Kanpur Nagar,26.4499,80.3319,5.0081697,Low
Thane,19.2183,72.9781,93.92854,Critical
Nashik,19.9975,73.7898,89.438034,Critical
Puri,19.8135,85.8312,24.767952,Low
Khordha,20.1734,85.6745,5.817431,Low
Mangaluru,12.9141,74.856,11.74182,Low
Lucknow,26.8467,80.9462,9.486469,Low
Surat,21.1702,72.8311,14.091211,Low
Tiruchirappalli,10.7905,78.7047,7.104586,Low
Aurangabad,19.8762,75.3433,10.522035,Low
Tiruchirappalli,10.7905,78.7047,7.196584,Low
Vadodara,22.3072,73.1812,95.02762,Critical
Mangaluru,12.9141,74.856,94.29162,Critical
Balasore,21.4942,86.9317,7.8621345,Low
Ganjam,19.3871,84.7919,10.040781,Low
Nagpur,21.1458,79.0882,12.489681,Low
Coimbatore,11.0168,76.9558,9.769101,Low
Ganjam,19.3871,84.7919,93.86048,Critical
Meerut,28.9845,77.7064,93.02699,Critical
Aurangabad,19.8762,75.3433,9.076136,Low
Sundargarh,22.1167,84.0333,94.670135,Critical
Chennai,13.0827,80.2707,96.73144,Critical
Nashik,19.9975,73.7898,20.756262,Low
Sundargarh,22.1167,84.0333,6.5091686,Low
Rajkot,22.3039,70.8022,6.0348783,Low
Meerut,28.9845,77.7064,90.28961,Critical
Chennai,13.0827,80.2707,71.29848,High
Kutch,23.7337,69.8597,5.5065327,Low
Tiruchirappalli,10.7905,78.7047,5.8065176,Low
Cuttack,20.4625,85.883,6.3945866,Low
Nagpur,21.1458,79.0882,5.7263756,Low
Dharwad,15.4589,75.0078,53.666668,Medium
Lucknow,26.8467,80.9462,5.4267673,Low
Tiruchirappalli,10.7905,78.7047,7.148225,Low
Nagpur,21.1458,79.0882,7.977797,Low
Bengaluru Urban,12.9716,77.5946,25.970325,Low
Salem,11.6643,78.146,7.120555,Low
Meerut,28.9845,77.7064,85.523315,Critical
Lucknow,26.8467,80.9462,95.450584,Critical
Mysuru,12.2958,76.6394,6.342516,Low
Tiruchirappalli,10.7905,78.7047,97.25428,Critical
Rajkot,22.3039,70.8022,19.326124,Low
Mangaluru,12.9141,74.856,10.416922,Low
Chennai,13.0827,80.2707,97.432434,Critical
Khordha,20.1734,85.6745,8.751404,Low
Tiruchirappalli,10.7905,78.7047,38.138924,Low
Coimbatore,11.0168,76.9558,8.059194,Low
Vadodara,22.3072,73.1812,4.7435174,Low
Ahmedabad,23.0225,72.5714,83.75567,Critical
Dharwad,15.4589,75.0078,95.70109,Critical
Puri,19.8135,85.8312,97.10981,Critical
Agra,27.1767,78.0081,92.541245,Critical
Ganjam,19.3871,84.7919,97.54128,Critical
Sundargarh,22.1167,84.0333,96.12941,Critical
Chennai,13.0827,80.2707,92.14362,Critical
Khordha,20.1734,85.6745,92.101616,Critical
Khordha,20.1734,85.6745,5.532117,Low
Sundargarh,22.1167,84.0333,51.55823,Medium
Balasore,21.4942,86.9317,13.274913,Low
Meerut,28.9845,77.7064,7.693868,Low
Khordha,20.1734,85.6745,4.7295985,Low
Cuttack,20.4625,85.883,92.605446,Critical
Khordha,20.1734,85.6745,89.67925,Critical
Aurangabad,19.8762,75.3433,93.22746,Critical
Gandhinagar,23.2156,72.6369,96.79478,Critical
Salem,11.6643,78.146,42.81064,Low
Dharwad,15.4589,75.0078,13.407365,Low
Bengaluru Urban,12.9716,77.5946,93.54369,Critical
Coimbatore,11.0168,76.9558,24.45789,Low
Vadodara,22.3072,73.1812,9.189742,Low
Madurai,9.9252,78.1198,97.57131,Critical
Rajkot,22.3039,70.8022,96.31608,Critical
Gandhinagar,23.2156,72.6369,9.265362,Low
Gandhinagar,23.2156,72.6369,86.44525,Critical
Cuttack,20.4625,85.883,10.451081,Low
Surat,21.1702,72.8311,86.3798,Critical
Pune,18.5204,73.8567,97.10231,Critical
Meerut,28.9845,77.7064,86.60723,Critical
Surat,21.1702,72.8311,83.351036,Critical
Nashik,19.9975,73.7898,6.3226795,Low
Chennai,13.0827,80.2707,61.608677,Medium
Tiruchirappalli,10.7905,78.7047,17.136497,Low
Aurangabad,19.8762,75.3433,96.174034,Critical
Kanpur Nagar,26.4499,80.3319,91.50153,Critical
Cuttack,20.4625,85.883,96.371056,Critical
Nagpur,21.1458,79.0882,7.4904723,Low
Kanpur Nagar,26.4499,80.3319,6.1049266,Low
Varanasi,25.3176,82.9739,11.681886,Low
Salem,11.6643,78.146,71.39148,High
Kanpur Nagar,26.4499,80.3319,13.192717,Low
Nagpur,21.1458,79.0882,96.01342,Critical
Balasore,21.4942,86.9317,95.52851,Critical
Balasore,21.4942,86.9317,87.622696,Critical
Tumakuru,13.3409,77.101,96.50688,Critical
Gautam Buddha Nagar,28.5355,77.391,7.272274,Low
Madurai,9.9252,78.1198,95.766335,Critical
Coimbatore,11.0168,76.9558,89.77245,Critical
Lucknow,26.8467,80.9462,90.08218,Critical
Bengaluru Urban,12.9716,77.5946,23.558067,Low
Pune,18.5204,73.8567,6.3784404,Low
Meerut,28.9845,77.7064,76.81967,High
Nagpur,21.1458,79.0882,3.93399,Low
Mysuru,12.2958,76.6394,97.65675,Critical
Khordha,20.1734,85.6745,3.1476784,Low
Aurangabad,19.8762,75.3433,83.011734,Critical
Tumakuru,13.3409,77.101,45.225838,Medium
Salem,11.6643,78.146,5.358746,Low
Vadodara,22.3072,73.1812,90.050026,Critical
Ganjam,19.3871,84.7919,87.28263,Critical
Chennai,13.0827,80.2707,97.20167,Critical
Salem,11.6643,78.146,7.1669154,Low
Kutch,23.7337,69.8597,6.972709,Low
Tiruchirappalli,10.7905,78.7047,97.60449,Critical
Coimbatore,11.0168,76.9558,69.08525,High
Salem,11.6643,78.146,96.727,Critical
Puri,19.8135,85.8312,10.804011,Low
Madurai,9.9252,78.1198,96.011696,Critical
Belagavi,15.8497,74.4977,10.060787,Low
Salem,11.6643,78.146,93.838036,Critical
Surat,21.1702,72.8311,95.77272,Critical
Cuttack,20.4625,85.883,94.816154,Critical
Mysuru,12.2958,76.6394,3.252133,Low
Agra,27.1767,78.0081,97.738045,Critical
Kanpur Nagar,26.4499,80.3319,96.79727,Critical
Mysuru,12.2958,76.6394,54.896374,Medium
Khordha,20.1734,85.6745,64.00174,Medium
Meerut,28.9845,77.7064,19.585648,Low
Cuttack,20.4625,85.883,95.54472,Critical
Belagavi,15.8497,74.4977,84.54793,Critical
Aurangabad,19.8762,75.3433,90.99989,Critical
Nagpur,21.1458,79.0882,71.9288,High
Lucknow,26.8467,80.9462,75.49646,High
Gautam Buddha Nagar,28.5355,77.391,7.7237325,Low
Aurangabad,19.8762,75.3433,22.9206,Low
Madurai,9.9252,78.1198,91.81171,Critical
Ahmedabad,23.0225,72.5714,93.94053,Critical
Nagpur,21.1458,79.0882,89.626495,Critical
Ganjam,19.3871,84.7919,22.461254,Low
Mangaluru,12.9141,74.856,10.922955,Low
Meerut,28.9845,77.7064,95.3323,Critical
Belagavi,15.8497,74.4977,97.166115,Critical
Pune,18.5204,73.8567,6.4284234,Low
Lucknow,26.8467,80.9462,92.098625,Critical
Khordha,20.1734,85.6745,93.12619,Critical
Nashik,19.9975,73.7898,96.03813,Critical
Kutch,23.7337,69.8597,12.32226,Low
Rajkot,22.3039,70.8022,7.771495,Low
Ahmedabad,23.0225,72.5714,96.64038,Critical
Tumakuru,13.3409,77.101,95.32232,Critical
Puri,19.8135,85.8312,9.829438,Low
Puri,19.8135,85.8312,98.12705,Critical
Pune,18.5204,73.8567,97.0368,Critical
Thane,19.2183,72.9781,93.56816,Critical
Puri,19.8135,85.8312,15.181022,Low
Agra,27.1767,78.0081,5.1735888,Low
Puri,19.8135,85.8312,94.80282,Critical
Coimbatore,11.0168,76.9558,6.024988,Low
Meerut,28.9845,77.7064,25.57699,Low
Khordha,20.1734,85.6745,26.93881,Low
Bengaluru Urban,12.9716,77.5946,10.773234,Low
Surat,21.1702,72.8311,18.939362,Low
Coimbatore,11.0168,76.9558,88.575836,Critical
Varanasi,25.3176,82.9739,77.804115,High
Dharwad,15.4589,75.0078,82.675186,Critical
Kutch,23.7337,69.8597,94.36392,Critical
Rajkot,22.3039,70.8022,91.77878,Critical
Madurai,9.9252,78.1198,13.158464,Low
Sundargarh,22.1167,84.0333,92.75966,Critical
Tumakuru,13.3409,77.101,41.483543,Low
Thane,19.2183,72.9781,4.3357325,Low
Kanpur Nagar,26.4499,80.3319,95.112434,Critical
Tiruchirappalli,10.7905,78.7047,94.21965,Critical
Gautam Buddha Nagar,28.5355,77.391,6.2424965,Low
Sundargarh,22.1167,84.0333,27.73579,Low
Gandhinagar,23.2156,72.6369,97.506615,Critical
Rajkot,22.3039,70.8022,75.310356,High
Balasore,21.4942,86.9317,7.7499957,Low
Surat,21.1702,72.8311,98.659096,Critical
Lucknow,26.8467,80.9462,93.14094,Critical
Thane,19.2183,72.9781,96.38984,Critical
Aurangabad,19.8762,75.3433,20.92974,Low
Tumakuru,13.3409,77.101,93.55957,Critical
Pune,18.5204,73.8567,10.811558,Low
Tiruchirappalli,10.7905,78.7047,12.779694,Low
Rajkot,22.3039,70.8022,94.94838,Critical
Balasore,21.4942,86.9317,89.26316,Critical
Balasore,21.4942,86.9317,33.366684,Low
Balasore,21.4942,86.9317,89.67556,Critical
Sundargarh,22.1167,84.0333,9.540304,Low
Pune,18.5204,73.8567,15.15294,Low
Agra,27.1767,78.0081,4.9264765,Low
Aurangabad,19.8762,75.3433,89.95238,Critical
Madurai,9.9252,78.1198,15.730317,Low
Cuttack,20.4625,85.883,2.412264,Low
Madurai,9.9252,78.1198,96.22728,Critical
Madurai,9.9252,78.1198,9.106028,Low
Nagpur,21.1458,79.0882,97.6922,Critical
Balasore,21.4942,86.9317,85.33268,Critical
Agra,27.1767,78.0081,15.531865,Low
Dharwad,15.4589,75.0078,94.376114,Critical
Pune,18.5204,73.8567,4.2582283,Low
Nashik,19.9975,73.7898,97.07326,Critical
Salem,11.6643,78.146,7.3172064,Low
Varanasi,25.3176,82.9739,8.168819,Low
Varanasi,25.3176,82.9739,95.80723,Critical
Balasore,21.4942,86.9317,55.474506,Medium
Chennai,13.0827,80.2707,93.14841,Critical
Puri,19.8135,85.8312,96.29284,Critical
Ahmedabad,23.0225,72.5714,79.919395,High
Aurangabad,19.8762,75.3433,11.882445,Low
Tumakuru,13.3409,77.101,92.84451,Critical
Sundargarh,22.1167,84.0333,15.427683,Low
Vadodara,22.3072,73.1812,91.65164,Critical
Thane,19.2183,72.9781,10.445521,Low
Chennai,13.0827,80.2707,96.93742,Critical
Lucknow,26.8467,80.9462,14.712522,Low
Vadodara,22.3072,73.1812,91.071205,Critical
Thane,19.2183,72.9781,7.8909926,Low
Surat,21.1702,72.8311,36.609203,Low
Sundargarh,22.1167,84.0333,47.81961,Medium
Belagavi,15.8497,74.4977,86.54891,Critical
Chennai,13.0827,80.2707,31.619019,Low
Dharwad,15.4589,75.0078,92.29609,Critical
Gautam Buddha Nagar,28.5355,77.391,94.608795,Critical
Coimbatore,11.0168,76.9558,6.4323983,Low
Bengaluru Urban,12.9716,77.5946,54.727966,Medium
Pune,18.5204,73.8567,98.35677,Critical
Meerut,28.9845,77.7064,8.332094,Low
Meerut,28.9845,77.7064,59.370678,Medium
Tiruchirappalli,10.7905,78.7047,95.53129,Critical
Dharwad,15.4589,75.0078,94.2223,Critical
Agra,27.1767,78.0081,94.833084,Critical
Lucknow,26.8467,80.9462,28.938528,Low
Gandhinagar,23.2156,72.6369,1.5839531,Low
Salem,11.6643,78.146,4.8773503,Low
Kanpur Nagar,26.4499,80.3319,96.21443,Critical
Pune,18.5204,73.8567,8.61537,Low
Cuttack,20.4625,85.883,91.43185,Critical
Gautam Buddha Nagar,28.5355,77.391,96.013916,Critical
Ahmedabad,23.0225,72.5714,24.28356,Low
Pune,18.5204,73.8567,9.879369,Low
Chennai,13.0827,80.2707,5.599177,Low
Agra,27.1767,78.0081,9.560293,Low
Varanasi,25.3176,82.9739,4.644703,Low
Thane,19.2183,72.9781,6.1699977,Low
Sundargarh,22.1167,84.0333,2.9773588,Low
Kutch,23.7337,69.8597,95.28508,Critical
Gautam Buddha Nagar,28.5355,77.391,97.89547,Critical
Gautam Buddha Nagar,28.5355,77.391,95.81319,Critical
Varanasi,25.3176,82.9739,23.76751,Low
Gautam Buddha Nagar,28.5355,77.391,56.933422,Medium
Chennai,13.0827,80.2707,91.89297,Critical
Salem,11.6643,78.146,86.24259,Critical
Chennai,13.0827,80.2707,96.79479,Critical
Sundargarh,22.1167,84.0333,5.674218,Low
Meerut,28.9845,77.7064,89.63118,Critical
Thane,19.2183,72.9781,92.92166,Critical
Tumakuru,13.3409,77.101,17.10245,Low
Surat,21.1702,72.8311,92.81579,Critical
Nashik,19.9975,73.7898,98.68766,Critical
Sundargarh,22.1167,84.0333,76.67015,High
Pune,18.5204,73.8567,12.0663395,Low
Vadodara,22.3072,73.1812,14.242623,Low
Nagpur,21.1458,79.0882,67.91182,High
Puri,19.8135,85.8312,4.0861235,Low
Dharwad,15.4589,75.0078,11.749365,Low
Tiruchirappalli,10.7905,78.7047,32.09288,Low
Vadodara,22.3072,73.1812,21.580135,Low
Surat,21.1702,72.8311,95.80677,Critical
Tumakuru,13.3409,77.101,96.38313,Critical
Varanasi,25.3176,82.9739,91.29758,Critical
Khordha,20.1734,85.6745,17.346611,Low
Varanasi,25.3176,82.9739,6.130008,Low
Gautam Buddha Nagar,28.5355,77.391,95.75817,Critical
Bengaluru Urban,12.9716,77.5946,98.66844,Critical
Ganjam,19.3871,84.7919,80.70196,Critical
Belagavi,15.8497,74.4977,43.33798,Low
Mysuru,12.2958,76.6394,12.631969,Low
Chennai,13.0827,80.2707,12.497357,Low
Gandhinagar,23.2156,72.6369,98.63501,Critical
Nagpur,21.1458,79.0882,87.49214,Critical
Varanasi,25.3176,82.9739,86.48749,Critical
Puri,19.8135,85.8312,93.61811,Critical
Pune,18.5204,73.8567,91.76593,Critical
Bengaluru Urban,12.9716,77.5946,6.0769277,Low
Khordha,20.1734,85.6745,83.16626,Critical
Ganjam,19.3871,84.7919,90.1133,Critical
Pune,18.5204,73.8567,82.599365,Critical
Sundargarh,22.1167,84.0333,94.94672,Critical
Vadodara,22.3072,73.1812,4.8639917,Low
Agra,27.1767,78.0081,5.7152605,Low
Mysuru,12.2958,76.6394,7.1520014,Low
Salem,11.6643,78.146,8.084943,Low
Pune,18.5204,73.8567,95.263824,Critical
Sundargarh,22.1167,84.0333,6.04123,Low
Madurai,9.9252,78.1198,7.5183315,Low
Pune,18.5204,73.8567,40.35018,Low
Ahmedabad,23.0225,72.5714,29.711142,Low
Rajkot,22.3039,70.8022,95.75357,Critical
Rajkot,22.3039,70.8022,8.615371,Low
Balasore,21.4942,86.9317,4.80605,Low
Khordha,20.1734,85.6745,94.49328,Critical
Gautam Buddha Nagar,28.5355,77.391,96.84207,Critical
Cuttack,20.4625,85.883,97.119156,Critical
Nagpur,21.1458,79.0882,34.26708,Low
Tumakuru,13.3409,77.101,95.202866,Critical
Rajkot,22.3039,70.8022,66.86312,High
Dharwad,15.4589,75.0078,88.75954,Critical
Madurai,9.9252,78.1198,95.553474,Critical
Nagpur,21.1458,79.0882,4.137331,Low
Rajkot,22.3039,70.8022,72.44374,High
Mangaluru,12.9141,74.856,89.45011,Critical
Nagpur,21.1458,79.0882,77.22861,High
Surat,21.1702,72.8311,11.133886,Low
Aurangabad,19.8762,75.3433,15.739836,Low
Nashik,19.9975,73.7898,97.201164,Critical
Vadodara,22.3072,73.1812,22.004805,Low
Puri,19.8135,85.8312,8.631241,Low
Belagavi,15.8497,74.4977,8.218799,Low
Salem,11.6643,78.146,3.6095407,Low
Rajkot,22.3039,70.8022,95.645294,Critical
Mysuru,12.2958,76.6394,6.581948,Low
Nashik,19.9975,73.7898,95.74207,Critical
Ganjam,19.3871,84.7919,86.336586,Critical
Vadodara,22.3072,73.1812,5.4914765,Low
Bengaluru Urban,12.9716,77.5946,33.19481,Low
Gautam Buddha Nagar,28.5355,77.391,18.934904,Low
Nashik,19.9975,73.7898,87.043785,Critical
Ahmedabad,23.0225,72.5714,97.754875,Critical
Kanpur Nagar,26.4499,80.3319,16.968307,Low
Ahmedabad,23.0225,72.5714,6.2592654,Low
Salem,11.6643,78.146,91.212204,Critical
Agra,27.1767,78.0081,12.266226,Low
Madurai,9.9252,78.1198,4.150092,Low
Belagavi,15.8497,74.4977,2.7440388,Low
Nagpur,21.1458,79.0882,80.027565,Critical
Mysuru,12.2958,76.6394,5.849288,Low
Mysuru,12.2958,76.6394,94.83238,Critical
Sundargarh,22.1167,84.0333,57.815193,Medium
Balasore,21.4942,86.9317,79.47923,High
Rajkot,22.3039,70.8022,25.568413,Low
Salem,11.6643,78.146,97.226906,Critical
Mangaluru,12.9141,74.856,7.0907154,Low
Dharwad,15.4589,75.0078,9.632448,Low
Tumakuru,13.3409,77.101,8.780726,Low
Bengaluru Urban,12.9716,77.5946,35.708904,Low
Madurai,9.9252,78.1198,90.98385,Critical
Pune,18.5204,73.8567,7.9704456,Low
Puri,19.8135,85.8312,2.56207,Low
Gautam Buddha Nagar,28.5355,77.391,90.035515,Critical
Nashik,19.9975,73.7898,87.38859,Critical
Bengaluru Urban,12.9716,77.5946,10.629631,Low
Varanasi,25.3176,82.9739,7.3212805,Low
Gandhinagar,23.2156,72.6369,58.392246,Medium
Coimbatore,11.0168,76.9558,21.28338,Low
Tumakuru,13.3409,77.101,4.9165573,Low
Aurangabad,19.8762,75.3433,94.45797,Critical
Khordha,20.1734,85.6745,1.8812531,Low
Mysuru,12.2958,76.6394,93.85348,Critical
Kanpur Nagar,26.4499,80.3319,44.071434,Low
Gautam Buddha Nagar,28.5355,77.391,5.260303,Low
Gandhinagar,23.2156,72.6369,90.63112,Critical
Balasore,21.4942,86.9317,93.39397,Critical
Kanpur Nagar,26.4499,80.3319,88.61951,Critical
Surat,21.1702,72.8311,16.87767,Low
Rajkot,22.3039,70.8022,5.4266243,Low
Pune,18.5204,73.8567,94.55822,Critical
Agra,27.1767,78.0081,91.1533,Critical
Balasore,21.4942,86.9317,45.685486,Medium
Gautam Buddha Nagar,28.5355,77.391,5.8024306,Low
Belagavi,15.8497,74.4977,12.373489,Low
Bengaluru Urban,12.9716,77.5946,9.813374,Low
Balasore,21.4942,86.9317,92.90543,Critical
Lucknow,26.8467,80.9462,98.96732,Critical
Tumakuru,13.3409,77.101,97.83174,Critical
Balasore,21.4942,86.9317,2.5588548,Low
Balasore,21.4942,86.9317,94.73374,Critical
Tumakuru,13.3409,77.101,95.14836,Critical
Coimbatore,11.0168,76.9558,96.34304,Critical
Kutch,23.7337,69.8597,86.02844,Critical
Thane,19.2183,72.9781,8.263621,Low
Ganjam,19.3871,84.7919,51.45804,Medium
Dharwad,15.4589,75.0078,7.598411,Low
Madurai,9.9252,78.1198,93.86942,Critical
Ahmedabad,23.0225,72.5714,95.378525,Critical
Lucknow,26.8467,80.9462,92.48861,Critical
Mangaluru,12.9141,74.856,97.93517,Critical
Madurai,9.9252,78.1198,95.783264,Critical
Gautam Buddha Nagar,28.5355,77.391,25.27601,Low
Gautam Buddha Nagar,28.5355,77.391,89.50977,Critical
Kutch,23.7337,69.8597,24.783136,Low
Rajkot,22.3039,70.8022,8.753679,Low
Ahmedabad,23.0225,72.5714,95.387375,Critical
Cuttack,20.4625,85.883,27.979145,Low
Belagavi,15.8497,74.4977,95.9797,Critical
Gautam Buddha Nagar,28.5355,77.391,9.147534,Low
Surat,21.1702,72.8311,7.459311,Low
Bengaluru Urban,12.9716,77.5946,90.91462,Critical
Salem,11.6643,78.146,89.523735,Critical
Aurangabad,19.8762,75.3433,10.547181,Low
Gandhinagar,23.2156,72.6369,94.30032,Critical
Mangaluru,12.9141,74.856,90.372375,Critical
Chennai,13.0827,80.2707,88.98169,Critical
Chennai,13.0827,80.2707,95.69156,Critical
Nashik,19.9975,73.7898,10.325154,Low
Pune,18.5204,73.8567,12.608528,Low
Agra,27.1767,78.0081,92.453026,Critical
Gandhinagar,23.2156,72.6369,3.8998413,Low
Agra,27.1767,78.0081,93.637886,Critical
Surat,21.1702,72.8311,95.109276,Critical
Aurangabad,19.8762,75.3433,96.97393,Critical
Surat,21.1702,72.8311,3.6667438,Low
Rajkot,22.3039,70.8022,15.452288,Low
Chennai,13.0827,80.2707,96.9201,Critical
Mangaluru,12.9141,74.856,52.03884,Medium
Thane,19.2183,72.9781,90.87557,Critical
Dharwad,15.4589,75.0078,93.078606,Critical
Cuttack,20.4625,85.883,82.80456,Critical
Pune,18.5204,73.8567,6.9368997,Low
Nashik,19.9975,73.7898,97.58822,Critical
Thane,19.2183,72.9781,4.873488,Low
Bengaluru Urban,12.9716,77.5946,76.10961,High
Gautam Buddha Nagar,28.5355,77.391,8.350919,Low
Tiruchirappalli,10.7905,78.7047,18.988684,Low
Sundargarh,22.1167,84.0333,2.6895022,Low
Pune,18.5204,73.8567,52.272243,Medium
Nashik,19.9975,73.7898,8.911544,Low
Nagpur,21.1458,79.0882,95.56458,Critical
Ahmedabad,23.0225,72.5714,38.883007,Low
Vadodara,22.3072,73.1812,51.40065,Medium
Madurai,9.9252,78.1198,95.8635,Critical
Belagavi,15.8497,74.4977,90.01618,Critical
Madurai,9.9252,78.1198,4.4132934,Low
Mysuru,12.2958,76.6394,62.749077,Medium
Thane,19.2183,72.9781,93.85383,Critical
Coimbatore,11.0168,76.9558,96.5781,Critical
Nagpur,21.1458,79.0882,8.363261,Low
Gandhinagar,23.2156,72.6369,82.042244,Critical
Lucknow,26.8467,80.9462,89.84296,Critical
Madurai,9.9252,78.1198,5.849892,Low
Pune,18.5204,73.8567,93.07428,Critical
Nagpur,21.1458,79.0882,97.034195,Critical
Mangaluru,12.9141,74.856,21.09051,Low
Aurangabad,19.8762,75.3433,7.926994,Low
Coimbatore,11.0168,76.9558,11.861078,Low
Surat,21.1702,72.8311,8.381264,Low
Coimbatore,11.0168,76.9558,17.580627,Low
Ahmedabad,23.0225,72.5714,90.54867,Critical
Nagpur,21.1458,79.0882,58.88496,Medium
Lucknow,26.8467,80.9462,95.18778,Critical
Puri,19.8135,85.8312,90.450356,Critical
Kutch,23.7337,69.8597,94.21012,Critical
Nashik,19.9975,73.7898,93.569954,Critical
Mangaluru,12.9141,74.856,16.717974,Low
Balasore,21.4942,86.9317,96.06237,Critical
Varanasi,25.3176,82.9739,10.139232,Low
Meerut,28.9845,77.7064,7.228606,Low
Cuttack,20.4625,85.883,96.91665,Critical
Pune,18.5204,73.8567,94.03041,Critical
Agra,27.1767,78.0081,29.306662,Low
Vadodara,22.3072,73.1812,63.675945,Medium
Chennai,13.0827,80.2707,6.9163136,Low
Coimbatore,11.0168,76.9558,7.348071,Low
Tiruchirappalli,10.7905,78.7047,12.129069,Low
Ganjam,19.3871,84.7919,16.67641,Low
Tumakuru,13.3409,77.101,89.13007,Critical
Ganjam,19.3871,84.7919,65.16399,High
Nashik,19.9975,73.7898,96.393295,Critical
Salem,11.6643,78.146,3.1133676,Low
Vadodara,22.3072,73.1812,94.41211,Critical
Belagavi,15.8497,74.4977,6.491592,Low
Tumakuru,13.3409,77.101,88.558395,Critical
Agra,27.1767,78.0081,95.00878,Critical
Agra,27.1767,78.0081,15.010992,Low
Gandhinagar,23.2156,72.6369,97.229645,Critical
Ganjam,19.3871,84.7919,4.8860307,Low
Belagavi,15.8497,74.4977,11.035768,Low
Ahmedabad,23.0225,72.5714,91.977066,Critical
Chennai,13.0827,80.2707,89.64102,Critical
Pune,18.5204,73.8567,62.051945,Medium
Varanasi,25.3176,82.9739,6.9176183,Low
Nagpur,21.1458,79.0882,17.660892,Low
Nashik,19.9975,73.7898,96.0311,Critical
Varanasi,25.3176,82.9739,87.05873,Critical
Tumakuru,13.3409,77.101,5.978507,Low
Tiruchirappalli,10.7905,78.7047,88.55494,Critical
Madurai,9.9252,78.1198,98.07307,Critical
Nagpur,21.1458,79.0882,97.48152,Critical
Balasore,21.4942,86.9317,91.853645,Critical
Surat,21.1702,72.8311,96.47241,Critical
Vadodara,22.3072,73.1812,67.40822,High
Sundargarh,22.1167,84.0333,95.947365,Critical
Chennai,13.0827,80.2707,5.0642123,Low
Kutch,23.7337,69.8597,28.017065,Low
Bengaluru Urban,12.9716,77.5946,24.65384,Low
Ahmedabad,23.0225,72.5714,22.457958,Low
Balasore,21.4942,86.9317,5.5894046,Low
Tiruchirappalli,10.7905,78.7047,4.711677,Low
Sundargarh,22.1167,84.0333,52.63052,Medium
Tumakuru,13.3409,77.101,94.59219,Critical
Lucknow,26.8467,80.9462,60.034363,Medium
Aurangabad,19.8762,75.3433,14.305906,Low
Aurangabad,19.8762,75.3433,6.652146,Low
Surat,21.1702,72.8311,92.16732,Critical
Rajkot,22.3039,70.8022,4.873701,Low
Thane,19.2183,72.9781,36.565285,Low
Varanasi,25.3176,82.9739,23.369421,Low
Tiruchirappalli,10.7905,78.7047,4.9650354,Low
Tiruchirappalli,10.7905,78.7047,92.43371,Critical
Puri,19.8135,85.8312,4.0694246,Low
Balasore,21.4942,86.9317,90.571625,Critical
Meerut,28.9845,77.7064,46.54637,Medium
Mysuru,12.2958,76.6394,7.6794662,Low
Belagavi,15.8497,74.4977,83.09298,Critical
Balasore,21.4942,86.9317,93.50704,Critical
Puri,19.8135,85.8312,86.35503,Critical
Lucknow,26.8467,80.9462,22.044092,Low
Kanpur Nagar,26.4499,80.3319,60.942818,Medium
Aurangabad,19.8762,75.3433,1.6874648,Low
Kutch,23.7337,69.8597,35.550304,Low
Meerut,28.9845,77.7064,40.623547,Low
Tumakuru,13.3409,77.101,26.259098,Low
Khordha,20.1734,85.6745,19.302597,Low
Chennai,13.0827,80.2707,97.125694,Critical
Meerut,28.9845,77.7064,91.99065,Critical
Agra,27.1767,78.0081,96.66962,Critical
Tumakuru,13.3409,77.101,9.11672,Low
Coimbatore,11.0168,76.9558,9.774425,Low
Nashik,19.9975,73.7898,7.8265333,Low
Madurai,9.9252,78.1198,94.73164,Critical
Kutch,23.7337,69.8597,7.7219315,Low
Salem,11.6643,78.146,6.612929,Low
Ahmedabad,23.0225,72.5714,93.78081,Critical
Varanasi,25.3176,82.9739,3.1231236,Low
Nashik,19.9975,73.7898,91.791885,Critical
Agra,27.1767,78.0081,16.299,Low
Kanpur Nagar,26.4499,80.3319,24.445887,Low
Nagpur,21.1458,79.0882,96.56842,Critical
Varanasi,25.3176,82.9739,87.004265,Critical
Chennai,13.0827,80.2707,94.87374,Critical
Ganjam,19.3871,84.7919,8.6033535,Low
Kanpur Nagar,26.4499,80.3319,3.8855352,Low
Nashik,19.9975,73.7898,11.174243,Low
Madurai,9.9252,78.1198,11.295106,Low
Nashik,19.9975,73.7898,10.221298,Low
Cuttack,20.4625,85.883,1.7830508,Low
Lucknow,26.8467,80.9462,94.97568,Critical
Kutch,23.7337,69.8597,97.75223,Critical
Coimbatore,11.0168,76.9558,46.54397,Medium
Cuttack,20.4625,85.883,93.01073,Critical
Dharwad,15.4589,75.0078,86.73836,Critical
Nashik,19.9975,73.7898,48.826218,Medium
Lucknow,26.8467,80.9462,94.67265,Critical
